id,source,date,rating,text,discovery_related,theme,desired_behavior,repetition_cause,behavior_segment,primary_discovery_surface,tier,unmet_need,sentiment,evidence_phrase
519,play_store_in,2026-06-24 15:36:07,5,very nice,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
520,play_store_in,2026-06-26 00:22:30,4,"its good and great, however its not fair that just for one song I get four adds and I press on another song and I get four adds again even though I already watched four adds so yeah, but its a good maybe make better recommendation and thats all baii",true,other_discovery,none_stated,not_applicable,unclear,none,free,wants better recommendations,negative,make better recommendation
521,play_store_in,2026-06-25 09:01:24,5,best ever app for listening music,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
522,play_store_in,2026-06-25 15:01:45,5,good songs like Chanel from asake,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
523,app_store_in,2026-06-19T05:42:39-07:00,1,Add issues,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,Add issues
524,play_store_in,2026-06-24 16:29:42,1,waste,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,waste
525,play_store_in,2026-06-24 19:31:38,5,play king von Waynes story on TV,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
526,app_store_us,2026-06-25T18:43:33-07:00,1,"This app works well initially, but after some use, Spotify becomes frustrating and demands a Premium subscription for many features, like skipping songs, selecting specific tracks, viewing lyrics, or boosting audio. Can't I just listen to music freely? It shouldn't be so difficult to have some freedom.",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,demands a Premium subscription for many features
527,play_store_in,2026-06-24 14:25:11,5,Spotify is a must have app for anyone who loves music. I've had it for a s long as I can remember and I've never had an issue. Music quality is great. I'd recommend to anyone.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
528,play_store_in,2026-06-25 05:41:16,1,i like not ðŸ’¯per,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
529,play_store_in,2026-06-24 14:05:30,4,it wonderful ðŸ‘,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
530,play_store_in,2026-06-24 08:49:58,1,worst app in the world do not download it the app never works properly and when I create a new account and login it I stuck in a lope WORST APP DO NOT DOWNLOAD IT!!!!!!!!!!!!!,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,the app never works properly
531,play_store_in,2026-06-26 04:02:29,5,amazingggg,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
532,play_store_in,2026-06-26 08:51:35,5,best aap,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
533,play_store_in,2026-06-24 08:13:15,5,so good audio of songðŸ’ðŸ˜Š,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
534,app_store_in,2026-06-11T00:32:55-07:00,5,Very hard to find a song we heard in ig reels before now the way Spotify link to ig song it's very easy to find songs,true,search_friction,none_stated,not_applicable,unclear,search,unclear,wants to find songs heard on reels,positive,Very hard to find a song we heard in ig reels
535,play_store_in,2026-06-24 14:45:47,3,actually when I opened this app it showed you have three months of free access after one month its showing you're free access is over,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,your free access is over
536,play_store_in,2026-06-24 22:01:11,1,keep paying even not using anymore,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,keep paying even not using anymore
537,play_store_in,2026-06-26 12:49:50,1,"Too much ads now a days, hating this experience",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,Too much ads now a days
538,play_store_in,2026-06-25 09:53:55,5,great!,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
539,app_store_in,2026-06-22T10:19:33-07:00,5,Gooooooodesttttt,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
540,play_store_in,2026-06-26 08:05:53,5,Best app,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
541,play_store_in,2026-06-24 15:16:33,1,"pÃ©sima actualizaciÃ³n con la barra de reproducciÃ³n y el ""shuffle"" igual o peor de pÃ©simo, sigue reproduciendo el mismo playlist",true,repetition_loop,control_the_algorithm,algorithm_narrow,familiarity_anchored,smart_shuffle,unclear,wants shuffle to stop repeating playlist,negative,sigue reproduciendo el mismo playlist
542,app_store_us,2026-06-24T20:57:32-07:00,5,I love Spotify because I can listen to almost all my favorite music.,false,not_discovery,none_stated,not_applicable,familiarity_anchored,none,unclear,none,positive,listen to almost all my favorite music
543,play_store_in,2026-06-24 13:19:50,3,I don't know why but this app doesn't feel as polished and native as YouTube Music.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,doesn't feel as polished and native as YouTube Music
544,play_store_in,2026-06-25 14:32:20,5,ek bhi add nahi aati iss per,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
545,play_store_in,2026-06-24 13:08:13,5,I listen to Spotify premium every day. I listened to 109 000 hours worth of music last year alone. spotify premium is my non-negotiable expense in a month,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,positive,spotify premium is my non-negotiable expense
546,play_store_in,2026-06-25 05:39:03,5,what a app man.. ðŸ¤¯ðŸ¤¯,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
547,play_store_in,2026-06-26 12:34:05,1,"Spotify hijacked my car. Every time I started my car and turned on Sirius, a few minutes in it would go to Spotify even with autoplay turned off. Also it would play two songs then play ads. Spotify buffered a lot however other music apps did not. I got fed up so I uninstalled it.",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,Spotify buffered a lot
548,app_store_us,2026-06-25T21:28:49-07:00,1,For months I thought I was going crazy but honestly idk why they buried the â€œfollowingâ€ page and made that horrible UI change in it. Makes it so much harder to see what new music is released from your favorite artist. Please stop changing the best aspect of your app for no reason and then not providing us any no new additional features.,true,discovery_buried,find_new_artists,not_applicable,active_explorer,other_surface,unclear,wants to easily see new releases from artists,negative,harder to see what new music is released
549,app_store_in,2026-06-12T01:17:53-07:00,5,"Gud music app remove adds keep 1 for each time the person opens the app not more, otherwise luv the app",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,positive,remove adds keep 1 for each time
550,play_store_in,2026-06-24 18:57:19,5,best for future ðŸ’—,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
551,app_store_in,2026-06-23T13:11:24-07:00,1,every hour only six skips everytime you are not able to select songs by your choice what make it a complete paid application why you asking after installation when you restricted evrything and why people come to install this,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,every hour only six skips
552,play_store_in,2026-06-25 04:50:54,2,"It gets worse with each update. If you don't pay, you'll face: too many ads, only being able to use the ""magic shuffle"" mode, and you can't even select the music you want to listen to. Just make this app a one-time purchase atp, the free version is unusable",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,the free version is unusable
553,play_store_in,2026-06-25 09:54:16,5,best app in song,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
554,app_store_us,2026-06-25T12:27:23-07:00,5,ÐŸÑ€Ð¸Ð»Ð¾Ð¶ÑƒÑ…Ð° Ð¼ÑÑÐ¾,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
555,app_store_in,2026-06-12T03:36:19-07:00,5,5 star good and nice but more ads please avoid more ads too my id,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,positive,more ads please avoid
556,play_store_in,2026-06-25 15:05:11,1,I don't know why but recently I have to keep uninstalling and then reinstall the app cuz I couldn't look at the Spotify it wouldn't show me my playlist it was like a black screen I don't know what's going on with your app and my phone is fine,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,it wouldn't show me my playlist it was like a black screen
557,play_store_in,2026-06-25 15:47:05,4,the app is great ðŸ’¯ best app I've used so far....been using it since 2024ðŸ”¥,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
558,app_store_us,2026-06-25T03:37:50-07:00,5,"It has so much music on it. You can watch. Basically anything, even videos podcast. Basically impossible. Spotify is so good.",false,not_discovery,none_stated,not_applicable,spoken_audio,none,unclear,none,positive,even videos podcast
559,play_store_in,2026-06-26 06:15:17,5,It's a good music app,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
560,play_store_in,2026-06-25 13:45:45,5,superb,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
561,app_store_us,2026-06-24T22:28:57-07:00,4,"I do like all the music yâ€™all have on here, but yâ€™all should put more and I hate that yâ€™all have add in Spotify. Please change that. Like Iâ€™m not spending my money on something thatâ€™s gonna go to waste later.",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,I hate that y'all have add in Spotify
562,play_store_in,2026-06-24 16:47:04,4,not bad give all music searched for,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,give all music searched for
563,play_store_in,2026-06-24 05:59:14,5,good app ui is good jams are cool if you buy premium or finesse the trials,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,positive,jams are cool if you buy premium
564,app_store_in,2026-06-23T08:24:30-07:00,5,I only love the payed version un-payed version sucks,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,un-payed version sucks
565,play_store_in,2026-06-24 03:23:55,5,goodðŸ‘ŠðŸ»,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
566,app_store_us,2026-06-24T17:14:41-07:00,2,Thatâ€™s it. Your autoplay sucks.,true,unwanted_injection,none_stated,not_applicable,unclear,autoplay,unclear,wants better autoplay,negative,Your autoplay sucks
567,play_store_in,2026-06-26 00:43:07,5,Excellent thanks,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
568,play_store_in,2026-06-25 21:42:13,5,l love the amount of different music l can listen too,false,not_discovery,none_stated,not_applicable,active_explorer,none,unclear,none,positive,the amount of different music l can listen too
569,play_store_in,2026-06-26 12:24:23,4,Great,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
570,play_store_in,2026-06-25 21:14:15,5,love it. does everything I need it to. and sharing songs with someone is easy.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,sharing songs with someone is easy
571,play_store_in,2026-06-24 19:03:57,5,I've never had aÃ± account but several family members have. recommended you,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
572,play_store_in,2026-06-25 16:16:21,2,always glitching,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,always glitching
573,play_store_in,2026-06-24 22:23:00,4,"Spotify is great, my main streaming app but my only problem is the adsðŸ’” I understand we need ads, but the frequency of the ads is my problem. I listen to like, two songs, TWO SONGS and im bombarded woth three or maybe even 4 adsðŸ’” PLEASE spotify stop treating free users like thisðŸ˜­ðŸ˜­ðŸ™ðŸ™ðŸ™",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,the frequency of the ads is my problem
574,play_store_in,2026-06-24 20:09:20,5,awesomeness,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
575,play_store_in,2026-06-24 21:44:27,2,everything about this app is great my main problem is the recent decision to get rid of the android widget.... edit used new widget it sucks.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,get rid of the android widget
576,play_store_in,2026-06-24 09:31:44,2,"Used to be great. Something changed at some point. I'm paying for premium, have 3000+ songs saved, and their shuffle algorithm absolutely sucks. Plays the same few hundred songs(being generous) and in the same order. It's really not shuffle. Reached out a few times about it and got nowhere. I'm probably canceling soon.",true,repetition_loop,control_the_algorithm,algorithm_narrow,familiarity_anchored,smart_shuffle,premium,wants shuffle to actually vary songs,negative,Plays the same few hundred songs ... in the same order
577,play_store_in,2026-06-25 22:30:58,1,"keeps crashing to the point of being unusable, even after a reinstall edit: i have tried a clean reinstall as suggested. app appears to be at least usable for now, but it's extremely sluggish and unresponsive, making it frustrating to use",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,keeps crashing to the point of being unusable
578,play_store_in,2026-06-24 05:33:30,3,bas thoda vo playlist bajane ka option free me aa jata to apne apne aap baje,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,neutral,none
579,play_store_in,2026-06-25 14:18:42,4,great app for music ðŸŽ¶,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
580,play_store_in,2026-06-26 00:53:16,5,This is the best app everyone should try this,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
581,play_store_in,2026-06-24 20:06:58,5,Excellent and easy create your own play list of Artist from your time of music's.,false,not_discovery,none_stated,not_applicable,familiarity_anchored,none,unclear,none,positive,create your own play list of Artist
582,app_store_in,2026-06-20T12:48:42-07:00,1,"So much time has passed, but Light Mode still hasn't arrived. Updates come every week but not a single new feature has arrived. I don't know if Liquid Glass will arrive in 10 years. There's no point in buying a premium plan. Apple Music is better, offering so many features.",false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,not a single new feature has arrived
583,play_store_in,2026-06-26 09:59:05,5,â¤ï¸,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
584,play_store_in,2026-06-26 12:44:05,4,it's a really good music app. brings all kinds of music,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,brings all kinds of music
585,play_store_in,2026-06-25 21:03:35,1,"Paying monthly for an app that struggles constantly struggles to load, struggles to recommend, can't play downloaded music without connecting to the internet. I've had nothing but awful experiences in Andriod Auto as well, takes ages to load of it even loads at all. It's shameful. Screw this app.",true,other_discovery,none_stated,not_applicable,unclear,none,premium,wants better recommendations,negative,struggles to recommend
586,play_store_in,2026-06-26 13:03:22,4,Too many ads at any interval...,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,Too many ads at any interval
587,play_store_in,2026-06-24 22:52:19,5,very useful appðŸ˜Šâ˜ºï¸â¤ï¸â¤ï¸ Great work - Spotify...,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
588,app_store_in,2026-06-10T09:57:11-07:00,5,Spotify is truly the best music app Iâ€™ve ever used ! Hats off to the creator !!! I can find all songs I like on it â€¦ some of them are also not available on other music platforms and even YouTube â€¦. Spotify is just wonderful ! :D,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,I can find all songs I like on it
589,play_store_in,2026-06-25 16:46:40,5,very good ðŸ˜ŠðŸ˜Š,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
590,play_store_in,2026-06-26 13:03:40,1,"too many ads, the website lags, ads repeat, music stops randomly, sound stops coming",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,"too many ads, the website lags"
591,play_store_in,2026-06-25 11:01:12,5,very good range of music,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,very good range of music
592,play_store_in,2026-06-25 03:53:26,5,so good i like the music,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
593,play_store_in,2026-06-24 09:37:26,5,Personified.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
594,play_store_in,2026-06-25 12:58:24,2,Everything requires a premium ...,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,Everything requires a premium
595,app_store_in,2026-06-11T11:46:14-07:00,1,"The worst music experience in any app I have ever used. - I canâ€™t control how I prefer to listen to my music without paying money. - 4 ads after every literal song. - Almost every feature pay to use. It was less before. I could listen to music without paying however Iâ€™d want. But, you hungry and greedy dogs just love to ruin the experience of casual listeners. We ainâ€™t far from the times when we would have to PAY to listen to A SONG",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,4 ads after every literal song
596,play_store_in,2026-06-26 13:27:57,1,"It can take up to FIVE MINUTES (I timed it) to load the app and use its UI properly. It's not like I even have too much downloaded music and not enough space (like 4gb versus much much more empty storage), but then again downloaded content shouldn't slow down the app's loading process itself anyway. 10 seconds would already be pushing it for loading time, let alone 300 seconds. If you listen to music when waiting for sth else, this makes the app virtually useless. Hassle not worth the money.",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,take up to FIVE MINUTES to load the app
597,play_store_in,2026-06-24 04:44:47,5,Best music app of all,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
598,app_store_in,2026-06-23T23:05:02-07:00,5,Top class song,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
599,app_store_us,2026-06-25T23:56:47-07:00,2,It does give high quality music but treats you like trash if you donâ€™t have premium. I canâ€™t even go 1-2 songs without a 50 second ad,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,can't even go 1-2 songs without a 50 second ad
600,play_store_in,2026-06-25 08:35:28,1,puro ads kailangan pang na kq premium ka le is che...,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,puro ads
601,app_store_us,2026-06-25T08:54:08-07:00,4,"ads are annoying, it will give me 4 ads instead of the normal amount",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
602,play_store_in,2026-06-26 03:51:22,3,it doesn't load on my phone after reinstall,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
603,app_store_in,2026-06-09T15:14:27-07:00,5,Just not ready,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
604,play_store_in,2026-06-24 16:20:54,2,"The app won't open most artists, albums, or audiobooks. It is glitchy and unusable since the last update.",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
605,app_store_in,2026-06-15T03:45:54-07:00,5,So much relaxing when i am not fine. Listening music = no stress or anxiety ðŸ’‹â¤ï¸ðŸ§¿,false,not_discovery,none_stated,not_applicable,mood_context_listener,none,unclear,none,positive,none
606,play_store_in,2026-06-24 12:59:04,3,"what are you doing?, we had a problem with Shuffle & data mobile shuffle. now you've added a second question after we hit shuffle. I mean that's a great feature if you're stationary. but if you're on the road traveling down the interstate. or just around town now we have to pick the selection mobile data Shuffle or standard Shuffle I mean how many more distractions. could you possibly add to play music? next update it will probably ask me do I want to hear it now or later. when I press PLAY?",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
607,play_store_in,2026-06-25 12:20:42,1,"I don't really like what spotify has been doing, i mean for the people that don't have premium it's just sad, if you know. (probably) And theres not such another app close to spotify. Atleast not that i can find because i don't really support spotify anymore. Everything is in so much overpay for this and that these days?",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
608,app_store_us,2026-06-25T15:24:03-07:00,5,Spotify is spot on!! Lets go Miami and 305-INJURED @ OneCallLegal,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
609,play_store_in,2026-06-25 11:55:12,2,just having my downloaded pod episodes all disappear for no reason. having this app not play something I downloaded without a wi-fi connection... all kinds of reasons to hate it.,false,not_discovery,none_stated,not_applicable,spoken_audio,none,unclear,none,negative,none
610,app_store_us,2026-06-25T17:59:20-07:00,5,Iâ€™ve been a member since 2007. As the years passed this app has adopted to all my music needs! I have the family premium and if I forget to pay the bill I get a full of fusing people lol. All of my siblings have Spotify along with all of my friends. That includes my business The Alley Music House. If you come to my music venue I guarantee Spotify is playing throughout our music system. Not to mention we can switch from audio to video! So awesome! Thank you Spotify for being apart of my entire family!,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,positive,none
611,play_store_in,2026-06-26 07:46:14,5,great sound and music!,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
612,play_store_in,2026-06-25 09:48:53,2,if you don't want to buy the premium then this is the worst app like first of all the adds and it's okay I'll tolerate them anyway and then they don't even play te songs that I've added in mg playlist they play the songs that aren't even on my playlist,true,unwanted_injection,control_the_algorithm,not_applicable,familiarity_anchored,smart_shuffle,free,wants only their playlist songs played,negative,they play the songs that aren't even on my playlist
613,play_store_in,2026-06-25 18:54:02,1,"Iâ€™ve used Spotify Premium for a year and decided to cancel. The main issue is the recommendations. I expected to discover new, niche music, but the algorithm got stuck in a loop, pushing the same popular tracks over and over. It fails outside the mainstream. â€‹Also, the audio quality is lagging behind. In 2026, Spotify still lacks lossless/FLAC audio. For decent headphones, the sound is just not good enough. Not worth the money.",true,repetition_loop,escape_their_bubble,algorithm_narrow,active_explorer,none,premium,wants niche music beyond mainstream loop,negative,the algorithm got stuck in a loop
614,app_store_in,2026-06-21T09:26:40-07:00,1,The ads sucks,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
615,app_store_us,2026-06-25T00:19:24-07:00,5,music is my life,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
616,play_store_in,2026-06-25 02:17:46,4,"Prior to 2026 this was the best app and best subscription. This year it stops after every single song, even if Spotify is fully open on your phone and battery settings are set to maximum allowance making it unusable except to listen to a single song at a time. They claim they fixed this in March 2026 but no amount of updating, reinstalling switching devices fixes it. Issue present on Android, Wear OS, Android Auto, Windows, and web.",false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
617,play_store_in,2026-06-24 16:16:35,1,"has almost every song that's why it uses the power of monopoly and gives an insane number of ads in the free version, if you listen music sometimes this could be your worst music app , it uses every dirty trick against you so that you buy his premium even if you listen only one song a day it's ads are gonna frustrate you.",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
618,play_store_in,2026-06-26 04:04:41,5,that's best,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
619,app_store_us,2026-06-25T09:54:51-07:00,5,If I had to choose one app on my phone for life or death it would be Spotify no doubt ðŸ¥¹âœŒï¸ðŸ¥€ And Iâ€™ve reached 500 hours on MJ in the span of this yearðŸ˜¼ I LOVEEE SPOTIFYYYY,false,not_discovery,none_stated,not_applicable,familiarity_anchored,none,unclear,none,positive,none
620,play_store_in,2026-06-25 09:01:08,1,disturb the adds,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
621,app_store_in,2026-06-24T04:04:03-07:00,5,Prices are kindof high,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
622,app_store_us,2026-06-25T13:34:21-07:00,5,This is the best app ever to exist on this earth ðŸŒŽ,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
623,app_store_us,2026-06-25T22:04:41-07:00,5,It is really helpful when you r going on a bike ride or something,false,not_discovery,none_stated,not_applicable,mood_context_listener,none,unclear,none,positive,none
624,play_store_in,2026-06-25 09:17:09,5,so nice ðŸ’¯ app to listen music,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
625,app_store_in,2026-06-24T02:54:37-07:00,5,Excellent app but showing too much ads,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
626,play_store_in,2026-06-25 11:14:55,5,excellent performance of the application,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
627,play_store_in,2026-06-25 04:24:14,5,Meets All My Needs ... More Music - More Memories - More Often ...,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
628,app_store_us,2026-06-25T19:35:19-07:00,5,You can find every decent podcast known to man or woman and dang near every piece of decent music ever made on this.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
629,app_store_in,2026-06-20T06:37:40-07:00,5,Itâ€™s was very good,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
630,play_store_in,2026-06-25 13:40:54,3,good for just jamming out,false,not_discovery,none_stated,not_applicable,mood_context_listener,none,unclear,none,positive,none
631,play_store_in,2026-06-25 20:24:29,5,ðŸ‘ŒðŸ»,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
632,app_store_us,2026-06-25T18:27:07-07:00,4,I love the app but I wish it would do a better job suggesting songs when you are looking for something different. It always just suggests music I already listen to all the time.,true,repetition_loop,escape_their_bubble,algorithm_narrow,active_explorer,none,unclear,wants suggestions beyond usual listening,negative,It always just suggests music I already listen to
633,app_store_in,2026-06-10T01:57:41-07:00,1,Without subscription there is so many ads between song and there is no features in Spotify without subscription and that is really disappointed I like old Spotify version where there is lot of features and less ads between song without subscription,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
634,app_store_in,2026-06-12T03:53:02-07:00,5,good one.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
635,play_store_in,2026-06-25 13:46:41,5,great music,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
636,app_store_us,2026-06-25T12:15:15-07:00,5,YA BÄ° UYGULAMA BU KADAR MÄ° GÃœZEL OLUR BEN ÃœYELÄ°K ALDIM Ã‡OK Ä°Ä°ðŸ˜»ðŸ˜»ðŸ˜»,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,positive,none
637,play_store_in,2026-06-24 05:53:05,1,It keeps closing and has notification of bug,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
638,play_store_in,2026-06-24 13:48:18,4,"just remove ads in free, everyone will be happy",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
639,app_store_us,2026-06-25T18:38:41-07:00,5,Has the best,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
640,play_store_in,2026-06-24 20:23:45,1,"that one star is for ""DJ X"". HORRIBLE ISNT STRONG ENOUGH. He basically just plays your liked songs in a different order.",true,repetition_loop,escape_their_bubble,algorithm_narrow,active_explorer,ai_dj,unclear,wants DJ to play new music not liked songs,negative,just plays your liked songs in a different order
641,play_store_in,2026-06-26 11:09:20,5,nice app,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
642,play_store_in,2026-06-25 10:10:53,1,"buggy mess with horrendous ui, extremely expensive subscription whilst not paying artist nearly enough for their music.",false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
643,app_store_in,2026-06-25T21:53:21-07:00,5,Amazing. Reads my mood and provides amazing list of songs,true,other_discovery,mood_context_discovery,not_applicable,mood_context_listener,none,unclear,wants mood-based song suggestions,positive,Reads my mood and provides amazing list of songs
644,play_store_in,2026-06-25 17:54:50,5,"good app, but with premium it's much better.",false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,positive,none
645,play_store_in,2026-06-26 02:15:53,5,love it ðŸ¤©,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
646,app_store_us,2026-06-25T11:18:21-07:00,5,DO NOT GET PREMIUM WHEN YOU RUN OUT THEY LOCK FEATURES BEHIND A PAYWALL SO YOU RESUBSCRIBE ( five stars so people can see it 1/5),false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
647,play_store_in,2026-06-24 22:09:11,5,i like is aapðŸŒ,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
648,play_store_in,2026-06-24 14:20:46,5,"you can listen to literally ANYTHING YOU WANT! aside the ads, but overthat it's really cool. (Put a 5 star rating tho)",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,positive,none
649,play_store_in,2026-06-25 21:56:20,5,All Song free,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,neutral,none
650,app_store_in,2026-06-25T18:22:39-07:00,5,"Nicky sing a song Dear Brother, keep it up brother, God bless you all team ðŸ‘",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
651,play_store_in,2026-06-26 04:16:19,5,it's good,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
652,app_store_in,2026-06-18T12:23:06-07:00,5,Very adds disturb,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
653,play_store_in,2026-06-26 05:42:13,4,next level,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
654,play_store_in,2026-06-25 06:30:03,5,hungry ðŸ˜‹ ðŸ¤¤,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
655,play_store_in,2026-06-24 15:58:05,1,Know we are delete app so much paid thing they are show,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
